species_id;GBIF_species_id;GBIF_species_name
13720;5350795;Rhynchosia reniformis
13721;1865313;Hemileuca maia
13722;5303151;Canna flaccida
13723;2451441;Holbrookia elegans
13724;4241634;Hemizonia congesta
13725;1340393;Bombus bifarius
13726;9612387;Ponometia phecolisca
13727;5370302;Purshia stansburiana
13728;5414337;Primula angustifolia
13729;8181932;Marsilea macropoda
13730;2079304;Orsilochides guttata
13731;9740253;Accipiter striatus
13732;3170287;Asclepias lemmonii
13733;3110685;Ambrosia bidentata
13734;2952124;Desmodium rotundifolium
13735;5156107;Leptoglossus oppositus
13736;5353585;Cercis canadensis
13737;2775576;Yucca rostrata
13738;6173545;Junco hyemalis
13739;8043963;Senecio angustifolius
13740;2476483;Amazilia yucatanensis
13741;1319372;Liometopum occidentale
13742;9345027;Anas cyanoptera
13743;2478112;Melanerpes uropygialis
13744;3148277;Berlandiera pumila
13745;3957594;Echinocereus coccineus
13746;3152578;Hibiscus martianus
13747;8922603;Capparis cynophallophora
13748;5372477;Callitriche terrestris
13749;8391424;Ectemnius maculosus
13750;2888624;Viburnum plicatum
13751;3170483;Matelea biflora
13752;8664341;Ustilago cynodontis
13753;1044462;Peltodytes litoralis
13754;3033146;Thalictrum pubescens
13755;2706066;Hordeum brachyantherum
13756;2909424;Stenaria nigricans
13757;3086093;Tripterocalyx micranthus
13758;1657592;Microstylum morosum
13759;3091317;Holocarpha heermannii
13760;1851243;Aroga morenella
13761;2340972;Ameiurus catus
13762;2723213;Carex comosa
13763;3034749;Tiedemannia filiformis
13764;5042888;Agapostemon splendens
13765;4293501;Monochamus obtusus
13766;1596009;Asteromyia euthamiae
13767;1353384;Halictus poeyi
13768;6369288;Fragaria vesca
13769;4110220;Elymus virginicus
13770;1922676;Habrodais grunus
13771;1729578;Ceuthophilus californianus
13772;8219859;Clarkia rhomboidea
13773;1316799;Tapinoma sessile
13774;5238663;Ramaria formosa
13775;5251836;Nectria cinnabarina
13776;8979506;Orconectes rusticus
13777;3370634;Bartheletia paradoxa
13778;8405656;Condica sutor
13779;2609193;Hyperphyscia adglutinata
13780;5285764;Pinus torreyana
13781;2087440;Diaspis echinocacti
13782;3039389;Ceanothus fendleri
13783;1325405;Pogonomyrmex californicus
13784;2726203;Carex prasina
13785;7882128;Diplacus tricolor
13786;3092901;Agoseris retrorsa
13787;1648938;Toxorhynchites rutilus
13788;4302221;Stenalcidia pampinaria
13789;2593916;Scutellinia erinaceus
13790;2221806;Persephona aquilonaris
13791;1423113;Nehalennia integricollis
13792;1981277;Nemoria bistriaria
13793;1048167;Agroiconota bivittata
13794;1426627;Erpetogomphus eutainia
13795;2027152;Erythroneura calycula
13796;7283198;Echinocereus santaritensis
13797;3172369;Fraxinus nigra
13798;1691831;Neoconocephalus nebrascensis
13799;2927852;Polemonium occidentale
13800;5350585;Rhynchosia minima
13801;2481680;Limosa haemastica
13802;5389402;Bidens bipinnata
13803;3119248;Helianthus occidentalis
13804;3140515;Lactuca biennis
13805;4409023;Chaetura pelagica
13806;2715068;Cyperus ligularis
13807;2552247;Peniophora albobadia
13808;2703399;Pappostipa speciosa
13809;1777730;Xanthopastis regnatrix
13810;3170616;Castilleja sessiliflora
13811;5399441;Microseris nutans
13812;2986194;Ribes lacustre
13813;3032681;Heuchera richardsonii
13814;1347304;Chalybion californicum
13815;2406961;Cantherhines pullus
13816;1430033;Somatochlora williamsoni
13817;2041737;Tylozygus bifidus
13818;6263419;Trichocnemis spiculatus
13819;2621673;Stigmina carpophila
13820;1848516;Filatima pseudacaciella
13821;5120453;Euclemensia bassettella
13822;5035802;Lasius neoniger
13823;8266540;Geotrupes splendidus
13824;2889720;Eriogonum glandulosum
13825;2684401;Juniperus virginiana
13826;3141076;Stephanomeria pauciflora
13827;2926408;Agastache nepetoides
13828;2688222;Selaginella eclipes
13829;5384160;Opuntia pusilla
13830;9084284;Rhytisma punctatum
13831;7448632;Aedes sollicitans
13832;7820446;Erigeron pulchellus
13833;7221293;Aesculus pavia
13834;2366959;Luxilus zonistius
13835;2379089;Neogobius melanostomus
13836;3952975;Cylindropuntia echinocarpa
13837;2932678;Solanum umbelliferum
13838;2705536;Tripsacum dactyloides
13839;2021980;Antianthe expansa
13840;1746835;Archips semiferanus
13841;5189989;Bulla gouldiana
13842;3113512;Cirsium neomexicanum
13843;2153641;Aphonopelma steindachneri
13844;9327259;Condica vecors
13845;1155983;Monochamus notatus
13846;2725983;Carex oligosperma
13847;5415348;Hygrophila costata
13848;3041559;Streptanthus tortuosus
13849;7400180;Pedicularis racemosa
13850;2705737;Oplismenus hirtellus
13851;2529040;Cortinarius violaceus
13852;1087517;Phanaeus difformis
13853;3172399;Utricularia purpurea
13854;6173257;Zonotrichia leucophrys
13855;7283230;Echinocereus russanthus
13856;2603426;Porpidia albocaerulescens
13857;2079117;Alcaeorrhynchus grandis
13858;3172442;Utricularia inflata
13859;1687729;Paracyrtophyllus robustus
13860;2608077;Niebla cephalota
13861;5231474;Campylorhynchus brunneicapillus
13862;2963870;Lupinus leucophyllus
13863;1043759;Cucujus clavipes
13864;7525188;Paravaejovis spinigerus
13865;9059564;Lineodes fontella
13866;4302511;Plathemis subornata
13867;1882959;Herpetogramma pertextalis
13868;5114946;Haploa confusa
13869;2440704;Eschrichtius robustus
13870;5185415;Chrysaora fuscescens
13871;3795417;Vachellia rigidula
13872;3665769;Chylismia munzii
13873;2516181;Gymnosporangium juniperi-virginianae
13874;3151606;Symphyotrichum oolentangiense
13875;5142615;Pyrgus oileus
13876;5856079;Neverita delessertiana
13877;6164294;Vulpes vulpes
13878;3134005;Coreopsis nudata
13879;2926005;Tiquilia plicata
13880;5358726;Trifolium variegatum
13881;7643901;Urnula craterium
13882;2894720;Guettarda scabra
13883;8232711;Oiceoptoma noveboracense
13884;7800133;Polygala rugelii
13885;1134551;Enaphalodes taeniatus
13886;6717839;Misumessus oblongus
13887;2797877;Platanthera orbiculata
13888;5275435;Pellaea glabella
13889;5714794;Strymon saepium
13890;9316804;Blitum hastatum
13891;1046939;Anthicus cervinus
13892;2474825;Rallus limicola
13893;2704976;Festuca subverticillata
13894;5341212;Mertensia franciscana
13895;4227467;Pityopsis graminifolia
13896;3350173;Cortinarius iodes
13897;9636267;Cyathissa percara
13898;2078823;Piezodorus guildinii
13899;1886292;Ostrinia penitalis
13900;5173571;Eris floridana
13901;5711633;Rhacostoma atlanticum
13902;6178051;Buteo jamaicensis
13903;2293772;Sarasinula plebeia
13904;1534167;Toxomerus occidentalis
13905;5990783;Callistethus marginatus
13906;2620019;Scorias spongiosa
13907;8149274;Phlox nivalis
13908;5298517;Iris fernaldii
13909;5218919;Mustela frenata
13910;3033353;Ranunculus occidentalis
13911;2857894;Allium amplectens
13912;3139622;Venegasia carpesioides
13913;2766660;Agave salmiana
13914;5420982;Clarkia pulchella
13915;5970358;Metacarcinus anthonyi
13916;8774985;Cisthene plumbea
13917;1429995;Somatochlora tenebrosa
13918;1867022;Anisota stigma
13919;1497062;Chrysops geminatus
13920;2426785;Rana luteiventris
13921;3091139;Lygodesmia juncea
13922;5389038;Solidago velutina
13923;2551150;Lactarius volemus
13924;2874550;Melothria pendula
13925;8168453;Cercocarpus ledifolius
13926;5051299;Enallagma geminatum
13927;2675664;Leucobryum albidum
13928;3088845;Sericocarpus tortifolius
13929;2772591;Dasylirion texanum
13930;2551356;Russula xerampelina
13931;2984289;Proserpinaca pectinata
13932;5212349;Pogonias cromis
13933;5003128;Ataxia crypta
13934;2882619;Arctostaphylos columbiana
13935;2704787;Sporobolus contractus
13936;1850908;Chionodes mediofuscella
13937;3191430;Polygala balduinii
13938;2593573;Geopyxis carbonaria
13939;1827161;Ellida caniplaga
13940;1890794;Pyrausta pseudonythesalis
13941;5156095;Hypselonotus punctiventris
13942;2888889;Chorizanthe membranacea
13943;2688237;Selaginella wallacei
13944;2765298;Tradescantia subaspera
13945;2925489;Verbena canescens
13946;3033562;Clematis viorna
13947;5116338;Euchaetes bolteri
13948;2753594;Clintonia andrewsiana
13949;2023706;Enchenopa binotata
13950;2797342;Corallorhiza mertensiana
13951;2237937;Leucilla nuttingi
13952;1752825;Prolimacodes badia
13953;2527219;Mycena pura
13954;1712675;Eotettix signatus
13955;2256789;Urticina crassicornis
13956;1715031;Taeniopoda eques
13957;1425857;Progomphus borealis
13958;6369910;Viburnum opulus
13959;7161537;Chylismia cardiophylla
13960;3173117;Justicia angusta
13961;6527090;Polymesoda floridana
13962;2777019;Nolina parryi
13963;2709153;Fimbristylis puberula
13964;6387033;Equisetum hyemale
13965;3084101;Echinocereus viridiflorus
13966;2750678;Calochortus superbus
13967;9480015;Rallus elegans
13968;1425585;Gomphus vastus
13969;1747150;Argyrotaenia quercifoliana
13970;2964138;Lupinus diffusus
13971;1870773;Pococera euphemella
13972;3319253;Psathyrella atrospora
13973;7193893;Procyon lotor
13974;2928209;Phacelia hastata
13975;3033154;Thalictrum occidentale
13976;9314022;Hypena madefactalis
13977;1790945;Isogona tenuis
13978;2518963;Hyphodontia pallidula
13979;3049236;Physaria fendleri
13980;5369874;Geum rossii
13981;8700329;Neotibicen lyricen
13982;5349516;Erythrina flabelliformis
13983;9385576;Nola cereella
13984;1767052;Magusa divaricata
13985;9345545;Diapera snowi
13986;5285501;Pinus monophylla
13987;9378311;Hoplolythra discistriga
13988;4931158;Lamium purpureum
13989;2011050;Metriorrhynchomiris dislocatus
13990;2750866;Calochortus argillosus
13991;5715372;Lestes australis
13992;3158034;Asimina obovata
13993;1675516;Odontoloxozus longicornis
13994;4372686;Ruditapes philippinarum
13995;2765322;Tradescantia occidentalis
13996;3188973;Camissonia contorta
13997;4991840;Dichelonyx backi
13998;2722536;Carex frankii
13999;5285799;Pinus thunbergii
14000;3069300;Euphorbia vermiculata
14001;1079615;Osmoderma eremicola
14002;1427927;Libellula forensis
14003;5204344;Astyanax mexicanus
14004;2444480;Crotalus scutulatus
14005;8269690;Cleomella serrulata
14006;3036170;Hedera canariensis
14007;3662408;Rhus copallina
14008;2704755;Sporobolus pyramidatus
14009;9227816;Pycnoporus cinnabarinus
14010;5372431;Condalia hookeri
14011;5241858;Tricholoma imbricatum
14012;5189995;Bulla occidentalis
14013;2688570;Marchantia polymorpha
14014;5188247;Cucumaria piperata
14015;2553607;Exidia glandulosa
14016;2882663;Comarostaphylis diversifolia
14017;3351455;Laccaria amethysteo-occidentalis
14018;9538525;Semiothisa dislocaria
14019;5232507;Salpa fusiformis
14020;8894689;Aspidoscelis sexlineata
14021;6262812;Cicindela scutellaris
14022;5289753;Phalaris angusta
14023;9552291;Vireo cassinii
14024;2533347;Stropharia rugosoannulata
14025;3084735;Claytonia megarhiza
14026;2168319;Marpissa obtusa
14027;5137791;Pontia occidentalis
14028;3058740;Croton capitatus
14029;2078928;Banasa packardii
14030;2008843;Zelus longipes
14031;5003084;Gnaphalodes trachyderoides
14032;2705070;Coleataenia anceps
14033;4022519;Phemeranthus parviflorus
14034;2542554;Brunneoporus malicola
14035;3607351;Didymoglossum petersii
14036;2879923;Quercus durata
14037;2510114;Phascolosoma agassizii
14038;2533049;Hebeloma theobrominum
14039;2481710;Tringa solitaria
14040;6381109;Sclerocactus intertextus
14041;2882910;Vaccinium parvifolium
14042;5341708;Cressa truxillensis
14043;2860200;Hymenocallis occidentalis
14044;5299766;Gagea serotina
14045;2775744;Yucca aloifolia
14046;6262753;Cicindela formosa
14047;2359811;Rhinichthys cataractae
14048;5659667;Gilia capitata
14049;1074410;Phileurus truncatus
14050;1871597;Chararica hystriculella
14051;6172788;Poecile gambeli
14052;5229903;Icterus graduacauda
14053;3189593;Triadenum virginicum
14054;1796523;Pangrapta decoralis
14055;7223871;Camissoniopsis pallida
14056;2925877;Amsinckia tessellata
14057;5148184;Cleora sublunaria
14058;5710066;Riccia trichocarpa
14059;3033329;Ranunculus bulbosus
14060;1784688;Psychomorpha epimenis
14061;5415381;Ruellia purshiana
14062;3170704;Castilleja pruinosa
14063;7241318;Ganoderma tsugae
14064;10527561;Ceanothus arcuatus
14065;3056054;Acalypha gracilens
14066;5714951;Pachnobia perquiritata
14067;5243265;Lycoperdon subincarnatum
14068;1706553;Syrbula montezuma
14069;7621292;Baorangia bicolor
14070;9655014;Alaetrinus minimus
14071;3170632;Castilleja pilosa
14072;1428305;Sympetrum semicinctum
14073;2857353;Allium crenulatum
14074;5658192;Asemeia grandiflora
14075;2491031;Arremonops rufivirgatus
14076;5359937;Cercidium texanum
14077;3055217;Stillingia aquatica
14078;7971699;Aleurodiscus oakesii
14079;3345400;Gliophorus psittacinus
14080;1979721;Paleacrita merriccata
14081;3132675;Pluchea sericea
14082;2676667;Bryum argenteum
14083;2888910;Chorizanthe brevicornu
14084;1765097;Phoberia atomaris
14085;9770031;Agapornis roseicollis
14086;5383933;Grayia spinosa
14087;1703352;Pardalophora phoenicoptera
14088;3795390;Vachellia vernicosa
14089;2533972;Kuehneromyces lignicola
14090;2455654;Pantherophis vulpinus
14091;2927667;Navarretia atractyloides
14092;3189471;Hypericum prolificum
14093;2942194;Crotalaria sagittalis
14094;5384402;Amaranthus cannabinus
14095;1426437;Dromogomphus spinosus
14096;1861893;Ceratomia hageni
14097;3951839;Cylindropuntia versicolor
14098;5247111;Panus conchatus
14099;5954508;Lenzites betulina
14100;1943962;Polites vibex
14101;3034832;Sanicula arguta
14102;2490926;Ixoreus naevius
14103;9300036;Oncocnemis primula
14104;5343063;Astragalus missouriensis
14105;7226456;Penstemon spectabilis
14106;9530135;Macaria distribuaria
14107;3049021;Physaria gracilis
14108;5249271;Auricularia auricula-judae
14109;5361999;Sedum pulchellum
14110;1136773;Bellamira scalaris
14111;2706196;Milium effusum
14112;9324570;Herminia pedipilalis
14113;1918395;Lethe eurydice
14114;2704002;Muhlenbergia schreberi
14115;3189750;Plantago subnuda
14116;8511119;Neotibicen pruinosus
14117;2271961;Dermasterias imbricata
14118;2686270;Larix occidentalis
14119;1970119;Neoalcis californiaria
14120;2436194;Scapanus latimanus
14121;2715219;Cyperus odoratus
14122;2525020;Chroogomphus vinicolor
14123;2225774;Hemigrapsus oregonensis
14124;2879488;Quercus sinuata
14125;7576633;Suillellus amygdalinus
14126;2533439;Hypholoma capnoides
14127;5259242;Peziza vesiculosa
14128;1403815;Bactromantis mexicana
14129;2492104;Spizella atrogularis
14130;3083945;Kali tragus
14131;7670059;Papaver pseudo-orientale
14132;3034371;Trepocarpus aethusae
14133;1162873;Ellychnia californica
14134;2798100;Platanthera lacera
14135;2927278;Stachys pilosa
14136;2561823;Hypomyces luteovirens
14137;1656785;Triorla interrupta
14138;8054934;Diplacus mephiticus
14139;1959898;Plagodis phlogosaria
14140;7346098;Erythranthe breweri
14141;1846052;Glyphidocera lactiflosella
14142;9541734;Holomelina laeta
14143;1887634;Ommatospila narcaeusalis
14144;3104285;Liatris ligulistylis
14145;1309964;Mischocyttarus flavitarsis
14146;5789285;Sternula antillarum
14147;2432014;Ambystoma laterale
14148;5372430;Condalia warnockii
14149;2001399;Pteronarcys californica
14150;3001945;Cercocarpus intricatus
14151;5289666;Setaria faberi
14152;1709274;Trimerotropis fontana
14153;2704486;Rottboellia rugosa
14154;2278856;Strongylocentrotus droebachiensis
14155;5462649;Astraeus pteridis
14156;5156100;Leptoglossus clypealis
14157;2889633;Eriogonum trichopes
14158;6161780;Coluber constrictor
14159;1140064;Typocerus zebra
14160;5856681;Neobernaya spadicea
14161;3095908;Thelesperma simplicifolium
14162;1846945;Dichomeris setosella
14163;5187379;Henricia pumila
14164;3148290;Berlandiera lyrata
14165;8979962;Gelatoporia dichroa
14166;1758783;Spragueia magnifica
14167;4291515;Eudiagogus maryae
14168;5232207;Aegolius acadicus
14169;2034335;Rugosana querci
14170;2930828;Solanum xanti
14171;6409660;Salvia whitehousei
14172;2495715;Streptopelia chinensis
14173;2926118;Pectocarya penicillata
14174;7904000;Lysimachia arvensis
14175;9180697;Falco sparverius
14176;2728578;Carex leptopoda
14177;5781358;Deroceras laeve
14178;2975352;Vicia ludoviciana
14179;2729333;Carex bromoides
14180;3171859;Antirrhinum nuttallianum
14181;2604379;Xanthoparmelia conspersa
14182;1590187;Plecia americana
14183;3111858;Laennecia coulteri
14184;7448593;Pyropia perforata
14185;2356556;Culaea inconstans
14186;5007589;Lycus arizonensis
14187;4293378;Ecyrus dasycerus
14188;1890528;Pyrausta insequalis
14189;9458200;Sarracenia mitchelliana
14190;3190539;Rhus virens
14191;5466960;Cantharellus subalbidus
14192;7433646;Suillus fuscotomentosus
14193;2440934;Axis axis
14194;9564779;Feralia februalis
14195;2922220;Psychotria punctata
14196;2341035;Noturus leptacanthus
14197;5118466;Furcula borealis
14198;7094883;Himantopus mexicanus
14199;3119963;Astranthium integrifolium
14200;3171922;Gratiola hispida
14201;5495627;Mitrula elegans
14202;5193451;Nucella lamellosa
14203;1941156;Melittia cucurbitae
14204;2725592;Carex pellita
14205;2879533;Quercus chapmanii
14206;5051403;Argia lugens
14207;1759799;Stibaera thyatiroides
14208;6211020;Anisota virginiensis
14209;1948447;Chioides catillus
14210;2704353;Trisetum spicatum
14211;7648449;Hydrocotyle prolifera
14212;9255102;Schinia nundina
14213;2926122;Pectocarya platycarpa
14214;1048635;Sumitrosis inaequalis
14215;2412583;Sardinops sagax
14216;9441907;Aphelocoma wollweberi
14217;5108665;Callopistria floridensis
14218;7193830;Batrachoseps major
14219;3039398;Ceanothus oliganthus
14220;1423282;Ischnura kellicotti
14221;7221004;Potentilla indica
14222;5239766;Astraeus hygrometricus
14223;1812207;Spilosoma vagans
14224;2607712;Cladonia stellaris
14225;3113181;Cirsium muticum
14226;5147879;Euchlaena amoenaria
14227;8272742;Diplacus australis
14228;1408970;Hexagenia limbata
14229;1429930;Macromia illinoiensis
14230;1847407;Dichomeris marginella
14231;3170786;Keckiella ternata
14232;6435496;Mirabilis multiflora
14233;3128962;Centaurea diffusa
14234;1749050;Callisto denticulella
14235;2926379;Ehretia anacua
14236;4544042;Aculus tetanothrix
14237;5141324;Battus polydamas
14238;2704766;Sporobolus heterolepis
14239;2491081;Ammodramus leconteii
14240;2007854;Lygaeus reclivatus
14241;2688584;Reboulia hemisphaerica
14242;2456695;Gyalopion canum
14243;9507668;Lineostriastiria hutsoni
14244;2703721;Bromus madritensis
14245;2927059;Salvia dorrii
14246;5334521;Floerkea proserpinacoides
14247;1880078;Crambus laqueatellus
14248;3170331;Asclepias tomentosa
14249;1771848;Hypsoropha hormos
14250;5173135;Phidippus clarus
14251;2291483;Haminoea virescens
14252;2955685;Lespedeza virginica
14253;2775731;Yucca campestris
14254;9273680;Liodytes rigida
14255;5401914;Helenium bigelovii
14256;5393605;Trichoptilium incisum
14257;3084958;Alternanthera caracasana
14258;1568870;Physocephala sagittaria
14259;1990594;Sphacelodes vulneraria
14260;5240292;Amanita gemmata
14261;3935047;Malva assurgentiflora
14262;2226675;Pugettia richii
14263;2151594;Metellina mimetoides
14264;1791680;Crambodes talidiformis
14265;9561820;Lophodonta angulosa
14266;2394551;Enneacanthus gloriosus
14267;10264588;Diplolepis polita
14268;5714759;Strymon sylvinus
14269;2927916;Linanthus parryae
14270;2889539;Eriogonum abertianum
14271;5051863;Octogomphus specularis
14272;2925485;Verbena macdougalii
14273;1971835;Horisme intestinata
14274;3093011;Calycadenia truncata
14275;1109978;Judolia cordifera
14276;1778555;Argyrostrotis anilis
14277;3346266;Entoloma murrayi
14278;2267675;Eucheilota bakeri
14279;6115793;Eublemma minima
14280;1806702;Horama panthalon
14281;5314423;Dendrophylax porrectus
14282;2306069;Mopalia lignosa
14283;7374337;Cartrema americana
14284;5371653;Halesia diptera
14285;7226402;Triphysaria eriantha
14286;3746950;Myriopteris rufa
14287;5406703;Callirhoe alcaeoides
14288;5137803;Pontia sisymbrii
14289;3044743;Alyssum desertorum
14290;1833475;Martyringa latipennis
14291;5113365;Diastema tigris
14292;4088360;Armeria maritima
14293;5051735;Tachopteryx thoreyi
14294;7086259;Lobaria quercizans
14295;5341316;Cunila origanoides
14296;1857906;Monopis pavlovskii
14297;2512907;Dacrymyces capitatus
14298;5102651;Choristoneura conflictana
14299;2797046;Platanthera dilatata
14300;1499484;Tabanus punctifer
14301;5037320;Ancistrocerus unifasciatus
14302;1892302;Chrysendeton medicinalis
14303;5414336;Primula suffrutescens
14304;5409172;Lobelia nuttallii
14305;1785732;Feltia herilis
14306;2495863;Columbina inca
14307;1038996;Nicrophorus investigator
14308;1598590;Paradiplosis tumifex
14309;1982613;Eupithecia miserulata
14310;2981481;Strophostyles leiosperma
14311;2029899;Japananus hyalinus
14312;6157444;Crotalus oreganus
14313;6170145;Ambystoma macrodactylum
14314;3145353;Sclerocarpus uniserialis
14315;7520458;Myriopteris scabra
14316;3083667;Atriplex semibaccata
14317;5415379;Ruellia drummondiana
14318;2925396;Citharexylum spinosum
14319;5241275;Pluteus petasatus
14320;2874729;Eucnide urens
14321;9422072;Pacifia goddardi
14322;3069669;Euphorbia melanadenia
14323;2703257;Danthonia sericea
14324;2653248;Ephedra trifurca
14325;2984536;Humulopsis scandens
14326;1751575;Megalopyge crispata
14327;2292241;Hermissenda crassicornis
14328;2586721;Lachnellula arida
14329;5142436;Pyrgus oileus
14330;1346902;Isodontia apicalis
14331;2727755;Carex intumescens
14332;3084886;Sesuvium verrucosum
14333;1760682;Eucirroedia pampina
14334;1954930;Sabulodes aegrotata
14335;1888306;Microtheoris ophionalis
14336;2684549;Juniperus flaccida
14337;10510138;Mimoschinia rufofascialis
14338;6178170;Cathartes aura
14339;6913544;Eriophyes leiosoma
14340;6178054;Buteo jamaicensis
14341;3092271;Melanthera nivea
14342;7238788;Synchytrium papillatum
14343;2888389;Eschscholzia minutiflora
14344;2860211;Hymenocallis liriosme
14345;3070505;Euphorbia tetrapora
14346;3132723;Pluchea baccharis
14347;3114064;Packera obovata
14348;3152795;Thespesia populnea
14349;3166296;Downingia insignis
14350;5353148;Dalea ornata
14351;2729405;Carex conjuncta
14352;1826029;Odontosia elegans
14353;4989029;Badister elegans
14354;1741823;Platynota flavedana
14355;1772716;Phalaenostola larentioides
14356;1091289;Onthophagus browni
14357;5048768;Brunneria borealis
14358;1800140;Charadra deridens
14359;5146497;Idaea pervertipennis
14360;2854061;Rhodophiala bifida
14361;5714572;Lycaena helloides
14362;5125917;Cacozelia basiochrealis
14363;7223211;Isocoma menziesii
14364;3060202;Croton alabamensis
14365;2436840;Sylvilagus palustris
14366;3056578;Acalypha phleoides
14367;2959492;Gleditsia aquatica
14368;5080867;Dilophus strigilatus
14369;3100970;Pseudognaphalium stramineum
14370;2287668;Mercenaria mercenaria
14371;7193949;Ursus americanus
14372;2165573;Tmarus angulatus
14373;2888716;Triosteum aurantiacum
14374;4432626;Agrilus cuprescens
14375;1863025;Pachysphinx modesta
14376;5110492;Allotria elonympha
14377;5714579;Lycaena arota
14378;2007585;Lethocerus americanus
14379;6093856;Parkesia noveboracensis
14380;1770659;Metaponpneumata rogenhoferi
14381;2431547;Plethodon ventralis
14382;2970712;Sesbania drummondii
14383;3039307;Ceanothus spinosus
14384;9802011;Melopsittacus undulatus
14385;1085966;Bolbocerosoma hamatum
14386;5388297;Brickellia spinulosa
14387;4025461;Phymatosorus grossus
14388;2889362;Pterostegia drymarioides
14389;2767087;Agave deserti
14390;1715174;Tytthotyle maculata
14391;3082300;Limonium carolinianum
14392;10113190;Icaricia lupini
14393;3033668;Aconitum columbianum
14394;5390065;Arnoglossum reniforme
14395;2448051;Cyrtopodion scabrum
14396;5114892;Clemensia umbrata
14397;3082264;Cornus racemosa
14398;3191396;Polygala sanguinea
14399;1888695;Neohelvibotys neohelvialis
14400;7831408;Lucanus elaphus
14401;7300214;Platanus hispanica
14402;3118382;Tanacetum bipinnatum
14403;2537876;Hemimycena candida
14404;2538524;Hygrocybe conica
14405;6161473;Thamnophis atratus
14406;2533359;Stropharia aeruginosa
14407;2863958;Phyllospadix scouleri
14408;6522596;Heteroclidus punctatus
14409;7708168;Cyclosorus interruptus
14410;4300270;Incisalia henrici
14411;2958970;Sophora tomentosa
14412;7598744;Amanita vernicoccora
14413;2170754;Habronattus festus
14414;5331183;Viola lanceolata
14415;3113957;Packera breweri
14416;3171848;Antirrhinum coulterianum
14417;1751670;Norape virgo
14418;3171504;Penstemon secundiflorus
14419;2925738;Plagiobothrys jonesii
14420;3170607;Castilleja applegatei
14421;5264554;Cercospora hydrangeae
14422;2729017;Carex leptalea
14423;3152569;Hibiscus coulteri
14424;1057369;Polyphylla hammondi
14425;7070837;Sagittaria montevidensis
14426;1340478;Bombus fervidus
14427;9560404;Catocala robinsonii
14428;3112037;Carphephorus bellidifolius
14429;1316082;Aphaenogaster fulva
14430;7282888;Cylindropuntia acanthocarpa
14431;9651791;Frontinella pyramitela
14432;1731812;Prionoxystus robiniae
14433;5415063;Pinguicula lutea
14434;2752838;Erythronium mesochoreum
14435;1851670;Gnorimoschema baccharisella
14436;6178423;Aythya marila
14437;3034148;Osmorhiza berteroi
14438;1981162;Nemoria bifilata
14439;1281579;Brachycyrtus ornatus
14440;2701532;Juncus marginatus
14441;7397090;Pyrola americana
14442;2969669;Mimosa quadrivalvis
14443;2482803;Empidonax oberholseri
14444;5285070;Pinus ponderosa
14445;1421218;Cordulegaster diastatops
14446;2928626;Ipomoea sagittata
14447;2158870;Neoscona arabesca
14448;5385548;Antennaria dimorpha
14449;5405480;Pectis papposa
14450;2955750;Lespedeza hirta
14451;2554706;Hydnum umbilicatum
14452;1709895;Hesperotettix pacificus
14453;6421065;Pholistoma auritum
14454;7874021;Rhodophana nitellina
14455;7478512;Vesper purpurascens
14456;2078922;Banasa calva
14457;2694695;Tillandsia bartramii
14458;4274541;Encelia frutescens
14459;7993840;Scorzonera laciniata
14460;2035542;Pagaronia minor
14461;2389653;Labrisomus xanti
14462;8842718;Entoloma incanum
14463;9124348;Deconica montana
14464;3171590;Penstemon virgatus
14465;10267561;Synanthedon exitiosa
14466;9008779;Acraspis villosus
14467;10000103;Eucosma raracana
14468;9288596;Cisthene packardii
14469;2980082;Senegalia berlandieri
14470;10193040;Thamnophis sauritus
14471;2593071;Taphrina robinsoniana
14472;5189344;Ptychobranchus fasciolaris
14473;7223878;Oenothera deltoides
14474;2678383;Forsstroemia trichomitria
14475;1890247;Asciodes gordialis
14476;9354305;Achatia evicta
14477;4990903;Calligrapha californica
14478;3171853;Antirrhinum vexillocalyculatum
14479;2293073;Haliotis fulgens
14480;5149631;Metanema inatomaria
14481;1047598;Charidotella sexpunctata
14482;1946611;Poanes hobomok
14483;5231642;Spinus tristis
14484;2431211;Desmognathus brimleyorum
14485;1507602;Tipula furca
14486;4056786;Linanthus pungens
14487;5105469;Parasa indetermina
14488;5420987;Ludwigia octovalvis
14489;1886935;Parapediasia decorellus
14490;6394299;Polemonium pulcherrimum
14491;1749259;Chrysaster ostensackenella
14492;6947574;Neorthopleura texana
14493;2050203;Megalotomus quinquespinosus
14494;5037590;Euodynerus hidalgo
14495;5228571;Hylocharis leucotis
14496;3119165;Helianthus radula
14497;1995489;Panchlora nivea
14498;5389017;Solidago gigantea
14499;4291053;Atrichonotus taeniatulus
14500;2514679;Puccinia malvacearum
14501;2490849;Myadestes townsendi
14502;8534167;Eleodes osculans
14503;6892871;Superstitionia donensis
14504;3170272;Asclepias variegata
14505;3039329;Ceanothus leucodermis
14506;8687899;Matelea decipiens
14507;2394501;Lepomis microlophus
14508;3091133;Lygodesmia aphylla
14509;10161044;Ophiomyia parda
14510;2722383;Carex bigelowii
14511;2874186;Passiflora vitifolia
14512;2384986;Lutjanus griseus
14513;4988931;Scarites subterraneus
14514;7222553;Cirsium douglasii
14515;2551423;Russula virescens
14516;8321828;Smodicum cucujiforme
14517;3087061;Oreostemma alpigenum
14518;7496350;Amanita rubescens
